year,industry,symbol,currentRatio,currentRatio_percentage_change,quickRatio,quickRatio_percentage_change,cashRatio,cashRatio_percentage_change,daysOfSalesOutstanding,daysOfSalesOutstanding_percentage_change,daysOfInventoryOutstanding,daysOfInventoryOutstanding_percentage_change,operatingCycle,operatingCycle_percentage_change,daysOfPayablesOutstanding,daysOfPayablesOutstanding_percentage_change,cashConversionCycle,cashConversionCycle_percentage_change,grossProfitMargin,grossProfitMargin_percentage_change,operatingProfitMargin,operatingProfitMargin_percentage_change,pretaxProfitMargin,pretaxProfitMargin_percentage_change,netProfitMargin,netProfitMargin_percentage_change,effectiveTaxRate,effectiveTaxRate_percentage_change,returnOnAssets,returnOnAssets_percentage_change,returnOnEquity,returnOnEquity_percentage_change,returnOnCapitalEmployed,returnOnCapitalEmployed_percentage_change,netIncomePerEBT,netIncomePerEBT_percentage_change,ebtPerEbit,ebtPerEbit_percentage_change,ebitPerRevenue,ebitPerRevenue_percentage_change,debtRatio,debtRatio_percentage_change,debtEquityRatio,debtEquityRatio_percentage_change,longTermDebtToCapitalization,longTermDebtToCapitalization_percentage_change,totalDebtToCapitalization,totalDebtToCapitalization_percentage_change,interestCoverage,interestCoverage_percentage_change,cashFlowToDebtRatio,cashFlowToDebtRatio_percentage_change,companyEquityMultiplier,companyEquityMultiplier_percentage_change,receivablesTurnover,receivablesTurnover_percentage_change,payablesTurnover,payablesTurnover_percentage_change,inventoryTurnover,inventoryTurnover_percentage_change,fixedAssetTurnover,fixedAssetTurnover_percentage_change,assetTurnover,assetTurnover_percentage_change,operatingCashFlowPerShare,operatingCashFlowPerShare_percentage_change,freeCashFlowPerShare,freeCashFlowPerShare_percentage_change,cashPerShare,cashPerShare_percentage_change,payoutRatio,payoutRatio_percentage_change,operatingCashFlowSalesRatio,operatingCashFlowSalesRatio_percentage_change,freeCashFlowOperatingCashFlowRatio,freeCashFlowOperatingCashFlowRatio_percentage_change,cashFlowCoverageRatios,cashFlowCoverageRatios_percentage_change,shortTermCoverageRatios,shortTermCoverageRatios_percentage_change,capitalExpenditureCoverageRatio,capitalExpenditureCoverageRatio_percentage_change,dividendPaidAndCapexCoverageRatio,dividendPaidAndCapexCoverageRatio_percentage_change,dividendPayoutRatio,dividendPayoutRatio_percentage_change,priceBookValueRatio,priceBookValueRatio_percentage_change,priceToBookRatio,priceToBookRatio_percentage_change,priceToSalesRatio,priceToSalesRatio_percentage_change,priceEarningsRatio,priceEarningsRatio_percentage_change,priceToFreeCashFlowsRatio,priceToFreeCashFlowsRatio_percentage_change,priceToOperatingCashFlowsRatio,priceToOperatingCashFlowsRatio_percentage_change,priceCashFlowRatio,priceCashFlowRatio_percentage_change,priceEarningsToGrowthRatio,priceEarningsToGrowthRatio_percentage_change,priceSalesRatio,priceSalesRatio_percentage_change,dividendYield,dividendYield_percentage_change,enterpriseValueMultiple,enterpriseValueMultiple_percentage_change,priceFairValue,priceFairValue_percentage_change,interestRate,interestRate_percentage_change,adjDividend,dps_growth,dps_change_next_year
2015,Specialty Chemicals,ALB,1.1325663317220114,-61.4495571434589,0.5382489476923458,-79.18247445103768,0.13220509870506622,-93.94727777276745,65.62049907773458,-3.8922658947638578,75.65227913396943,-3.139784187423933,141.272778211704,-3.4907683415979496,45.581744357116,-9.739093403353682,95.691033854588,-0.1998679760958133,0.327790246581045,3.992847091227003,0.12117074987641506,9.226343363669143,0.09809754514444717,12.535594656562088,0.09172152103271818,68.25390974715853,0.08130389991819915,-6.230880325352861,0.034831566547901024,36.464385168353,0.10290893045459797,4.939458985013068,0.05531592911469383,-16.745813779713526,0.9350032245726394,49.51172583273629,0.8095810684055285,3.02971901373168,0.12117074987641506,9.226343363669143,0.40062541770610005,-28.683899215918295,1.1836370664627986,-45.15878246203566,0.4938001880833079,-20.42234270677473,0.5420484404856404,-20.680534854258937,3.333546812133633,-49.181774632978204,0.09363635018415019,-44.227304454004944,2.9544732165024987,-23.101211458541606,5.562286253989291,4.0498987214722115,8.007591748581644,10.78993527826535,4.824705933229545,3.2415622462574234,1.4695050343335998,-25.978299030137098,0.3797534772180259,-18.89378061203858,3.2441312442661583,-48.17387575160633,1.196596571387455,-75.3509870137116,1.9223795218650501,-93.92378812593415,0.35622532889825803,-43.53221570545271,0.09878277397171172,-50.95947996870305,0.36884961836928765,-52.43901923255938,0.09363635018415019,-44.227304454004944,0.5325041153326592,-23.13141936168592,-1.5844084533646094,-64.4347648664062,-3.3290169547841657,-82.10905711000895,0.35622532889825803,-43.53221570545271,1.9135075983470953,-45.02637699332537,1.9135075983470953,-45.02637699332537,1.7054868479610883,-11.85844587629974,18.594184099418943,-47.613963766931846,46.80775571256765,277.89821035606474,17.265022831303423,79.73209514795026,17.265022831303423,79.73209514795026,0.23806190248498493,-144.07845903217594,1.7054868479610883,-11.85844587629974,0.01915788974625619,7.79167189385972,15.65467020839383,-6.053593873270868,1.9135075983470953,-45.02637699332537,0.4,207.6923076923077,1.16,5.454545454545445,constant/increased
2016,Specialty Chemicals,ALB,2.9002800624154133,156.08037085171694,2.467199016229235,358.37507473204494,1.9908341614748843,1405.8679135486277,74.04493607694299,12.83811784062896,96.29871963821034,27.291233972844363,170.34365571515332,20.577833798869037,60.285000764666215,32.2568971743505,110.0586549504871,15.01459490732655,0.3625335844909781,10.599259212962252,0.2146086792820716,77.11261133644558,0.19246355244634045,96.19609457396791,0.24042816327338645,162.12840843276334,0.1868226773071668,129.78316845210549,0.07887007399763295,126.43274998604883,0.169608559754755,64.81422846930083,0.08183200248849753,47.93569193934071,1.2492139951558812,33.605314112885296,0.8968115972298368,10.774773797034198,0.2146086792820716,77.11261133644558,0.2903077939329317,-27.53635163860164,0.624301263062369,-47.25568497714915,0.35859335652162155,-27.380878911061878,0.38435066034815824,-29.092931250977337,8.814700602936439,164.42408340726433,0.30954913386531335,230.5865011360841,2.1504805455088745,-27.21272497929055,4.9294390587455466,-11.377465422421661,6.054574029530925,-24.389576546489778,3.790289230960572,-21.439994822162323,1.1343407594464736,-22.807970510908703,0.3280400803459586,-13.617623003983015,6.526157022219453,101.16809496391718,4.776239332971462,299.15201557308563,20.197332241788946,950.6422905604998,0.21028158620421797,-40.969501844638124,0.2739437390440695,177.31934225953037,0.7318609277573176,98.41715737511963,0.30954913386531335,230.5865011360841,2.96271773906861,456.3746182914997,-3.729407995769219,135.3817279786373,-11.963964698781423,259.38431258476714,0.21028158620421794,-40.96950184463813,2.5489924327981996,33.21046830438728,2.5489924327981996,33.21046830438728,3.6133174510860777,111.86428118198646,15.028678012972383,-19.175383374621845,18.022547447689703,-61.49666401790176,13.189998295616462,-23.602775249729092,13.189998295616462,-23.602775249729092,0.1663100030112017,-30.14001766969362,3.6133174510860777,111.86428118198646,0.013992021521966741,-26.9647037993783,18.95732811411923,21.09694973934715,2.5489924327981996,33.21046830438728,1.0,150.0,1.22,5.1724137931034475,constant/increased
2017,Specialty Chemicals,ALB,2.0630455690405314,-28.867367128594324,1.462785769302829,-40.7106698859466,0.9470225034868955,-52.430869340452446,73.59381876681329,-0.609248024282083,110.27803573503718,14.516616783012747,183.87185450185046,7.941709792420348,77.86254661069646,29.15741166637367,106.00930789115401,-3.679262717825138,0.36132443743050074,-0.3335269095620763,0.19132603900551307,-10.8488810212363,0.14544319356661642,-24.430786131744853,0.01785495720018646,-92.57368315047022,0.9664703064919717,417.3195890469644,0.007076714422769758,-91.02737697065918,0.014927001925950641,-91.19914587593085,0.08973476785030246,9.657304137114032,0.12276241164911213,-90.17282770404815,0.7601850449766823,-15.234699537247353,0.19132603900551307,-10.8488810212363,0.237056644163962,-18.342996943882273,0.5000265338685101,-19.906211399326214,0.27807176906306186,-22.45484641422927,0.3333451259551797,-13.270572853127394,5.095353272648461,-42.194823146335246,0.16544227298554676,-46.55379231087377,2.109312462563433,-1.9143666763885903,4.959655662882855,0.6129826087148738,4.68774803661325,-22.57509754197471,3.30981593539604,-12.676428269374195,1.2320874660591743,8.617049665075793,0.3963445189717876,20.821979604990194,2.7406729538200767,-58.004796015649454,-0.12373550678904377,-102.59064712136323,10.253917449555512,-49.23132754958688,2.56257064721969,1118.6376817278774,0.0989522704604463,-63.87861580420066,-0.045147855608446634,-106.16891186509925,0.16544227298554676,-46.55379231087377,0.7203089011686872,-75.68756241372049,-0.9568024223882053,-74.34438861412755,-1.7159800390638231,-85.65709543393585,2.56257064721969,1118.6376817278776,3.860280937878363,51.44340517483115,3.860280937878363,51.44340517483115,4.617481210790709,27.79063210742261,258.610600911577,1620.7807678649494,-1033.57559457884,-5834.902890830415,46.66372170445985,253.7811048843576,46.66372170445985,253.7811048843576,-2.8279365328689625,-1800.4007465975988,4.617481210790709,27.79063210742261,0.009908993050504812,-29.181119147449774,26.47854383543124,39.674450302467925,3.860280937878363,51.44340517483115,1.83,83.0,1.28,4.918032786885251,constant/increased
2018,Specialty Chemicals,ALB,1.689035331266011,-18.129034248548514,1.059191682027903,-27.590785728472113,0.46934810040459,-50.439604267430724,75.4763048341457,2.557940461409114,118.50480188571689,7.460022384190812,193.98110671986257,5.497987848874586,88.38989217192058,13.520422872706185,105.59121454794199,-0.39439305050581464,0.3606737877598187,-0.18007353040083718,0.2700899272581816,41.167364704811014,0.23547045141409503,61.89857059639166,0.20550289633920502,1050.9570929526449,0.18223960961418192,-81.14379630806631,0.09147874202979447,1192.672511066097,0.19344488261999412,1195.9392889451535,0.1424614921526151,58.758411667451504,0.8727332669771398,610.9124488948991,0.8718224104263115,14.685551391379125,0.2700899272581816,41.167364704811014,0.22491207086983692,-5.123068090732441,0.47560873907803514,-4.883299812424768,0.2805236837019793,0.8817560470733676,0.32231358251184994,-3.309345955402687,17.394141780364468,241.3726360002384,0.32029192885333774,93.59739386639039,2.1146430124387745,0.2527150419840307,4.835954817900319,-2.4941417991633963,4.129431443247671,-11.910123773822656,3.080043966083307,-6.942137381583413,1.1171321287326006,-9.330127973321389,0.4451457554096892,12.312832422788066,5.037167864092892,83.79310297027065,-1.4187056729412415,1046.5631084858994,5.121602552869673,-50.05223537184138,0.0,-100.0,0.16182906413428347,63.54254771644739,-0.28164748748088947,523.8335878530553,0.32029192885333774,93.59739386639039,1.7773370127630217,146.74650138007834,-0.7802457460167345,-18.452783170299725,-0.7802457460167345,-54.530604770763624,0.0,-100.0,2.3307449709523915,-39.622400326298916,2.3307449709523915,-39.622400326298916,2.476027464110579,-46.37709714282566,12.048625631162029,-95.34101634322344,-54.32416425051681,-94.7440550516624,15.300264370657219,-67.21165005320417,15.300264370657219,-67.21165005320417,0.009989554245802697,-100.35324534796644,2.476027464110579,-46.37709714282566,0.0,-100.0,14.931187963146206,-43.61023757217867,2.3307449709523915,-39.622400326298916,2.16,18.032786885245898,1.34,4.6875,constant/increased
2019,Specialty Chemicals,ALB,1.5792159807408963,-6.5018977692313795,0.9178961473276006,-13.339939984213379,0.4351396313403303,-7.288506981230169,69.16806777237704,-8.357903948306156,120.3779642647757,1.5806636940039365,189.54603203715274,-2.286343632998611,89.8764651111724,1.6818359008294648,99.66956692598035,-5.608087422152918,0.35041191811394967,-2.8451941876914577,0.18557920247437823,-31.28984691939982,0.1568356174954944,-33.394777750824666,0.1485551872206901,-27.71139002562596,0.15660538236077803,-14.066221557253067,0.05407518591425517,-40.88770274448793,0.13560378917922308,-29.900554957762782,0.07881371062748621,-44.67718298004682,0.9472031263877787,8.532946116352136,0.8451141906224526,-3.0634931477385163,0.18557920247437823,-31.28984691939982,0.3116759658865558,38.576806785497794,0.7815866234344205,64.33394915104415,0.4213169911397373,50.18945480101886,0.43870256610241687,36.11048057097867,11.545593205650404,-33.623668523366014,0.2340650108642107,-26.921352123303276,2.507689745056901,18.586907118891617,5.277001537778483,9.120157993321754,4.061129902566979,-1.6540180317650477,3.032116402942064,-1.556067499977587,0.7311226683597201,-34.55360833734258,0.3640073896169128,-18.227370430186586,6.789813967097377,34.79427627373914,-1.2498655013261097,-11.901000668101547,5.786840838516645,12.988869768393773,0.28543887417765007,999.0,0.20041471800373709,23.843463518664223,-0.18407949133552226,-34.64188408639273,0.2340650108642107,-26.921352123303276,3.417892081169556,92.30410758487227,-0.844537894049749,8.239986999126248,-1.0282764811490126,31.78879685003222,0.28543887417765007,999.0,1.9679610808061543,-15.565147395684232,1.9679610808061543,-15.565147395684232,2.155919304111771,-12.928296016045815,14.512581784902519,20.450101357351702,-58.43828789778134,7.573284750948361,10.757290310742396,-29.692127860400362,10.757290310742396,-29.692127860400362,-0.6779600249881468,-6886.689458871549,2.155919304111771,-12.928296016045815,0.01966837316807358,999.0,12.226884522657766,-18.111776820192183,1.9679610808061543,-15.565147395684232,0.38,-82.4074074074074,1.47,9.701492537313428,constant/increased
2020,Specialty Chemicals,ALB,1.224400046840773,-22.467853556906114,0.7434141262669625,-19.008906570599738,0.41442096424284164,-4.761383612352288,69.15207185635632,-0.023126157106723166,128.31739420146425,6.595418011244569,197.46946605782057,4.1802162437854395,82.64809592625498,-8.042560614701866,114.82137013156559,15.202035759659438,0.31795523615419946,-9.26243665867429,0.16165762570915293,-12.890225007044098,0.11937675400594903,-23.884155963884602,0.12009425649643374,-19.15849002430018,0.14570878589844158,-6.957996141686584,0.03595502263622834,-33.50920199656685,0.08803749191408985,-35.07741011740196,0.05848148078348526,-25.797833501459454,1.0060104037545614,6.208518081126702,0.7384542082829193,-12.620777585213073,0.16165762570915293,-12.890225007044098,0.34179279081530034,9.66286407201078,0.83689503861908,7.076428066491869,0.3933392821203228,-6.64053660492776,0.4556030807553552,3.8523856386545097,6.917938618086328,-40.081566231688335,0.2236565027779504,-4.446844937579597,2.4485450281814907,-2.3585340647500397,5.278222187734061,0.02313150653525664,4.416314688310318,8.745959727090536,2.844509135113304,-6.187337255480186,0.5843376520297874,-20.07666054989734,0.29939002651051877,-17.751662452347016,7.508449089302832,10.584017849205818,-0.48460555252720816,-61.22738390546497,7.017950790398677,21.27430123337564,0.4306373149104225,50.86848844646317,0.2553330889456996,27.40236420208344,-0.06454136490285563,-64.93831853043537,0.2236565027779504,-4.446844937579597,0.9928381201401307,-70.9517417003876,-0.9393716702509298,11.229072948572094,-1.1601010079008625,12.819949611659599,0.4306373149104225,50.86848844646317,3.6775042751943605,86.86875015271696,3.6775042751943605,86.86875015271696,5.016580232918248,132.68868289043203,41.77202456861222,187.83317253769263,-304.4125252603611,420.9128059891679,19.647199873828725,82.64078877009322,19.647199873828725,82.64078877009322,-1.4007552238674628,106.61324742442639,5.016580232918248,132.68868289043203,0.010309227751292819,-47.58474601230805,27.293307496548138,123.22372838289778,3.6775042751943605,86.86875015271696,0.08,-78.94736842105263,1.54,4.761904761904767,constant/increased
2021,Specialty Chemicals,ALB,1.0713031555191574,-12.503829260431665,0.5668026259980207,-23.75681252598636,0.23436152021917106,-43.448440006562905,68.34033312329456,-1.17384586068211,127.34660208258762,-0.7565553562850935,195.68693520588218,-0.9026868242082764,101.50914640688829,22.82091349988582,94.17778879899389,-17.978866920781122,0.29987496833642985,-5.686419269724241,-0.03031199020900811,-118.75073327103298,0.040150158190144884,-66.36685381130062,0.03716153784438921,-69.0563571243786,0.22037450044155726,51.24311075871388,0.011269425023496194,-68.65688241246968,0.02198509368268096,-75.02757835930309,-0.01108564896547533,-118.95582809627803,0.925563921028604,-7.996585564694037,-1.3245635774259743,-279.369764918247,-0.03031199020900811,-118.75073327103298,0.2181714284464592,-36.16851077343064,0.42562236168031875,-49.142683127549944,0.262703541542561,-33.21197411902538,0.2985519679830613,-34.47103836785194,-1.6409167805322402,-123.7197360531967,0.14378556192593972,-35.71143242425988,1.9508620570120596,-20.32566138018116,5.340916312794292,1.1877886688045125,3.5957350930421335,-18.58064139858969,2.8661934753727305,0.7623227498815055,0.5631426813518848,-3.627178670461939,0.30325507708227667,1.2909750591247882,2.971806182612374,-60.420505656137976,-5.26074533196364,985.572648627107,3.792025276024896,-45.966773075513714,1.4381023998965003,233.94746579163538,0.10344394473846867,-59.486666939408096,-1.7702181800224832,2642.7653299351905,0.14378556192593972,-35.71143242425988,0.8828913623307345,-11.073986340681419,-0.3609823974196444,-61.57193059449867,-0.44373651416447757,-61.750182859732725,1.4381023998965006,233.94746579163544,4.8140213405019425,30.90457495790446,4.8140213405019425,30.90457495790446,8.13716961186698,62.20551120605564,218.9675154440779,424.196559073681,-44.43666918823124,-85.40248330773348,78.66259965665186,300.3756268669881,78.66259965665186,300.3756268669881,-3.142094835437378,124.31434000025389,8.13716961186698,62.20551120605564,0.006567651813466265,-36.293464729764516,189.61957099847834,594.7474981640098,4.8140213405019425,30.90457495790446,1.68,2000.0,1.56,1.2987012987013102,constant/increased
2022,Specialty Chemicals,ALB,1.8923344089689402,76.63855456972944,1.049221182664086,85.1122656350837,0.5469295133372126,133.37001433756404,68.65038871032434,0.45369340894256815,178.48269480489654,40.15505077170871,247.13308351522087,26.290027106414747,176.4167626698939,73.79395740630763,70.71632084532698,-24.91189085331079,0.4200195789568017,40.064901477732406,0.33743523316062174,-1213.207119802852,0.33243298182648773,727.9742765947198,0.2790747235285182,650.9773268725313,0.16050831660806658,-27.16565832868083,0.13216789650349542,1072.8007083585178,0.2559127465181575,1064.0284558794308,0.19425580120399447,-1852.3178102515822,0.8394916833919334,-9.299437422000656,0.9851756697506661,-174.3773788242886,0.33743523316062174,-1213.207119802852,0.20813867440553574,-4.598564583989773,0.40301269243821614,-5.312143176134276,0.28711262119674047,9.291492421781822,0.2872480731003533,-3.7862402847565035,20.086205915119578,-1324.084374870279,0.5930337881943365,312.4432107444787,1.936270102561475,-0.7479746914004548,5.316794367183352,-0.45164432839277513,2.068964391342889,-42.46060018864004,2.0450161871378607,-28.6504485929053,1.0512863929138558,86.68206614887177,0.473593218448497,56.169922365390626,16.289694330601094,448.14120873392875,5.517443647540984,-204.87950469713246,12.800051229508197,237.55184361340108,0.0902799805762129,-93.72228426969384,0.26063140632974613,151.95424148671574,0.3387076230875714,-119.13366538147685,0.5930337881943365,312.4432107444787,896.5455827067669,101446.53459741488,-1.5121904242552981,318.90974049279384,-1.771090690176631,299.13115861367896,0.0902799805762129,-93.72228426969384,3.1817399460102544,-33.9068167554383,3.1817399460102544,-33.9068167554383,3.4697107035637744,-57.35973478414825,12.432909221207955,-94.32203028107007,39.3044340555522,-188.45045043556442,13.312711435758281,-83.07618678525007,13.312711435758281,-83.07618678525007,0.008126580859311247,-100.25863576005591,3.4697107035637744,-57.35973478414825,0.007261372135028063,10.562684217506767,9.46260900637829,-95.00968757784278,3.1817399460102544,-33.9068167554383,0.0,0.0,1.58,1.2820512820512775,constant/increased
2012,REIT - Office,ARE,0.18365371653239376,999.0,0.1449119346257282,999.0,0.13671784457317315,999.0,5.261946890575065,999.0,0.0,0.0,5.261946890575065,999.0,886.1492181546272,999.0,-880.8872712640522,999.0,0.702216276811933,999.0,0.17646948417688582,999.0,0.15682346738375594,999.0,0.17425474300982982,999.0,-0.11115221412251115,999.0,0.014283124917134212,999.0,0.029671824840761557,999.0,0.01690208885199837,999.0,1.1111522141225112,999.0,0.888671875,999.0,0.17646948417688582,999.0,0.445020612253004,999.0,0.9244877247736756,999.0,0.43183152299514677,999.0,0.4803812011232223,999.0,1.4949121184088807,999.0,0.09602070931997968,999.0,2.077404280429339,999.0,69.36596046869452,999.0,0.41189451225844215,999.0,0.0,0.0,0.0,0.0,0.08196692193525251,999.0,4.915273932252768,999.0,-4.01366391873811,999.0,2.2678764045245687,999.0,1.5110451794841666,999.0,0.5213224291171918,999.0,-0.8165697322384161,999.0,0.09602070931997968,999.0,0.5398109540636042,999.0,-0.5504880887604455,999.0,-0.7624886138181455,999.0,1.5110451794841666,999.0,1.2519208905789354,999.0,1.2519208905789354,999.0,7.3521987349016245,999.0,42.1922445719993,999.0,-17.271002605966594,999.0,14.10297797344313,999.0,14.10297797344313,999.0,-1.1405091110868562,999.0,7.3521987349016245,999.0,0.03581333950853531,999.0,20.20564162460997,999.0,1.2519208905789354,999.0,0.11,-21.42857142857143,2.09,12.365591397849451,constant/increased
2013,REIT - Office,ARE,0.1374001458713507,-25.185208083107124,0.09745993582813703,-32.74540424855137,0.08316396689354562,-39.17109565822976,5.735663890257641,9.002694431049353,0.0,0.0,5.735663890257641,9.002694431049353,840.5663910621618,-5.143922282907387,-834.8307271719041,-5.228426564281952,0.7004853038337894,-0.24650140352802108,0.20747333047083819,17.568956150444336,0.22078551725339896,40.78601942471036,0.21582315483933323,23.85496722299174,0.02247594170033513,-120.22086728345538,0.01809047401751237,26.656275307169054,0.03477772226178127,17.2078982281046,0.019155494688269548,13.332114485984103,0.9775240582996648,-12.026089146424823,1.0641633638036763,19.747613685160935,0.20747333047083819,17.568956150444336,0.4065281461676621,-8.649591732496676,0.7815230792365889,-15.464201601171712,0.4217780139802328,-2.328109107270282,0.43868254548320756,-8.680326278904204,1.9270514480809984,28.907340060368767,0.10216294284890108,6.396779999253077,1.9224328908194952,-7.459857047074903,63.63692276668683,-8.259148526593618,0.43423101837176287,5.422870528390478,0.0,0.0,0.0,0.0,0.08382082094472018,2.2617648262211354,4.596357917634263,-6.488265334020548,-3.6562362209353596,-8.905272216093396,0.8479967077221553,-62.60833676692681,1.4312530741390574,-5.280590311161193,0.4954868169423799,-4.955783739932695,-0.7954637751137573,-2.5847097059062185,0.10216294284890108,6.396779999253077,1.5329754901960784,183.98376851305107,-0.556959162229069,1.1755156198192562,-0.8532121605657397,11.898347739685967,1.4312530741390577,-5.280590311161182,1.1051342209141213,-11.724915749024245,1.1051342209141213,-11.724915749024245,6.858228157762564,-6.7186782478298905,31.777073052555846,-24.685037795679243,-17.400407456092747,0.7492607874510337,13.841393803541107,-1.8548151347509978,13.841393803541107,-1.8548151347509978,0.6791570515154092,-159.548586233406,6.858228157762564,-6.7186782478298905,0.045040431249659764,25.764399153352848,18.62828146913555,-7.806533367162338,1.1051342209141213,-11.724915749024245,0.09,-18.181818181818187,2.6100000000000003,24.880382775119635,constant/increased
2014,REIT - Office,ARE,0.14490332774190368,5.460825258204816,0.11334559613287491,16.29968270526159,0.10096384665318306,21.403355833689663,5.296659544874855,-7.6539412661271955,0.0,0.0,5.296659544874855,-7.6539412661271955,814.5316977240788,-3.097279835943101,-809.2350381792039,-3.065973515302778,0.6984854383891635,-0.28549713087204776,0.2488357727648557,19.936269495529825,0.1452033837912054,-34.23328414039349,0.13974028618321943,-35.25241242662433,0.03762376237623762,67.39571083545135,0.012484458033371533,-30.98877331082628,0.026531440098692967,-23.71139231320647,0.024831081568070453,29.629027974289414,0.9623762376237623,-1.549611034868137,0.5835309858298364,-45.165281414678546,0.2488357727648557,19.936269495529825,0.4521340613537108,11.218390563107473,0.9608561087168948,22.9466069838248,0.4684951502273075,11.07623790206953,0.49001867319353704,11.702341075317424,2.2808988764044944,18.362116313804975,0.09088427895662972,-11.039877648153206,2.125157538098426,10.545213216390259,68.91135760333712,8.288324776463574,0.44811024668513655,3.196277494274047,0.0,0.0,0.0,0.0,0.08934043556346112,6.585016176805425,4.697555149641703,2.201683024274259,-2.9472390051988198,-19.391449919916827,1.2085288745257834,42.515750771258396,2.2473369169275603,57.018835979052994,0.4599471437395873,-7.172677856921772,-0.6273984894937561,-21.127962187337403,0.09088427895662972,-11.039877648153206,1.0997532894736841,-28.260217041498958,-0.6144776503455375,10.327236181243027,-1.0586303746884984,24.07586572448195,2.2473369169275603,57.01883597905297,1.6496608147602716,49.27243981240039,1.6496608147602716,49.27243981240039,8.688713221081422,26.690349478195795,62.1775828460039,95.66806150827327,-30.109536363853067,73.03926037266571,18.890677634038735,36.479590871880596,18.890677634038735,36.479590871880596,-1.686171738196716,-348.2742002655124,8.688713221081422,26.690349478195795,0.03614384500107654,-19.752444640836842,21.78884454091046,16.966476897031633,1.6496608147602716,49.27243981240039,0.13,44.444444444444464,2.88,10.344827586206872,constant/increased
2015,REIT - Office,ARE,0.3046875,110.26949811856484,0.2290818845116548,102.10920611604739,0.18827357445578888,86.47622955821011,12.076049900311633,127.9936967441421,0.0,0.0,12.076049900311633,127.9936967441421,335.10775862068965,-58.85884373106289,-323.031708720378,-60.08184353371473,0.6812510218972758,-2.4673981080598484,0.1666479573036066,-33.02893894557306,0.17833724196331174,22.818929770776574,0.17597010081092887,25.926535301499953,0.013273397784574122,-64.72070588836878,0.016183936474876336,29.6326715314027,0.03628021223183291,36.74422532993302,0.016561468674878788,-33.30347439970281,0.9867266022154259,2.530233357775735,1.0701435820086838,83.39104657601652,0.1666479573036066,-33.02893894557306,0.4450388952230472,-1.5692615834826396,0.9976624410987734,3.830576924887219,0.4897115257971815,4.5286222407169285,0.49941492645275426,1.917529631673065,1.2907393231455493,-43.41093607884044,0.0863915053602115,-4.94340016556899,2.241742130423812,5.485927054128181,30.2251152498617,-56.13913830599383,1.0892018779342723,143.06560405426234,0.0,0.0,19.66347561121908,999.0,0.0919698085089192,2.943093940470387,4.789819513763648,1.964093260916422,-4.763508507039103,61.62613546564943,1.7489130282822352,44.714211232105974,1.685584917173426,-24.996341025809865,0.41804566874177906,-9.110063094887266,-0.9945068897379243,58.512796315525996,0.0863915053602115,-4.94340016556899,2.2689470198675497,106.31418351596058,-0.5013770597360026,-18.405973031880883,-0.7782191936399773,-26.488110274658617,1.6855849171734263,-24.996341025809855,1.625967039211972,-1.436281648706239,1.625967039211972,-1.436281648706239,7.88643633000388,-9.233552433644343,44.81691090509441,-27.921111027919675,-18.969211426089355,-36.99932407839343,18.86501145614122,-0.13586689897913118,18.86501145614122,-0.13586689897913118,0.730081935712022,-143.29819550248254,7.88643633000388,-9.233552433644343,0.037610466297930925,4.057734579181327,20.390749490431993,-6.416563521087227,1.625967039211972,-1.436281648706239,0.4,207.6923076923077,3.05,5.902777777777768,constant/increased
2016,REIT - Office,ARE,0.2877236286199082,-5.567629581158339,0.24593027228314715,7.354744705112282,0.17798048124992882,-5.467093953897983,19.404622822541217,60.68683868257669,0.0,0.0,19.404622822541217,60.68683868257669,480.063468003793,43.25644681571803,-460.65884518125176,42.60483808417901,0.6899318738424289,1.2742515851172032,0.045720369799074054,-72.56469833843889,-0.05546206507902389,-131.0995417829966,-0.0733951595568737,-141.70888078068054,-0.3233398261009257,-2535.998915640876,-0.00636424073345844,-139.32442977231267,-0.013460732432478804,-137.1021325522129,0.004253042564406886,-74.31965335986112,1.3233398261009257,34.11413284386238,-1.2130712267368216,-213.35593159002642,0.045720369799074054,-72.56469833843889,0.4021313412564192,-9.641304260636218,0.8505307410684596,-14.747643488339667,0.45793921292284245,-6.487965097945814,0.4596144890721351,-7.969412861428438,0.3838321505708115,-70.2626127764197,0.0942600008405329,9.107950425812717,2.1150570816267673,-5.651187399198965,18.809950769875353,-37.7671495563233,0.760316133859859,-30.195113572349154,0.0,0.0,9.339626370425846,-52.50266761031259,0.08671199533978542,-5.716890416950116,5.167869688804584,7.892785395245072,-13.745945355730292,188.56766678211483,1.6462355075034578,-5.870933495167918,-3.9872080848545544,-336.54744677834105,0.43713560524472295,4.5664715437431,-2.6598862168504027,167.45779685360898,0.0942600008405329,9.107950425812717,14.017892857142858,517.8149041999735,-0.27323253804883924,-45.50358203610105,-0.33439971782699524,-57.03013745229002,-3.987208084854555,-336.54744677834105,1.7239998140506672,6.029198161741767,1.7239998140506672,6.029198161741767,9.400175069445915,19.194204785284686,-128.07622636424333,-385.77656018162713,-8.084565820980298,-57.38059089867505,21.504025196445358,13.988932614430215,21.504025196445358,13.988932614430215,0.8350569958948665,14.378531374080117,9.400175069445915,19.194204785284686,0.031131523765504338,-17.226435006425366,22.20140721909208,8.879799781316056,1.7239998140506672,6.029198161741767,1.0,150.0,3.23,5.9016393442623105,constant/increased
